Pais;Nome_Regiao;Codigo_Regiao;Nome_UF;Codigo_UF;Sigla_UF;Ano;Populacao_Total;Populacao_Homens;Populacao_Mulheres;Nascimentos;Obitos;TBN;TBM;EVN;EVN_Homens;EVN_Mulheres;TMI;TMI_Homens;TMI_Mulheres;TFT;TEF_15_19;TEF_20_24;TEF_25_29;TEF_30_34;TEF_35_39;TEF_40_44;TEF_45_49;Rz_Dep_Jovens;Rz_Dep_Idosos;Rz_Dep_Total;Indice_Envelhecimento;Proporcao_0a14anos;Proporcao_15a64anos;Proporcao_65anosoumais;Proporcao_15a59anos;Proporcao_60anosoumais;Idade_Mediana
Brasil;Nordeste;2;Sergipe;28;SE;2031;2503065;1199731;1303334;31048;18755;12,4;7,49;75,79;71,65;79,91;10,13;10,75;9,48;1,67;0,0553;0,0792;0,0794;0,0672;0,0393;0,0119;0,0013;28,37;15,84;44,21;55,84;19,7;69,3;11;64,42;15,91;35,75
Brasil;Nordeste;2;Sergipe;28;SE;2032;2515898;1205179;1310719;30726;19126;12,21;7,6;75,94;71,82;80,05;9,97;10,58;9,33;1,67;0,0545;0,0788;0,0796;0,0675;0,0394;0,012;0,0014;28,13;16,45;44,58;58,46;19,5;69,2;11,4;64,19;16,36;36,19
Brasil;Nordeste;2;Sergipe;28;SE;2033;2528046;1210299;1317747;30433;19510;12,04;7,72;76,1;71,99;80,19;9,83;10,43;9,21;1,66;0,0537;0,0784;0,0798;0,0678;0,0396;0,012;0,0014;27,81;17,07;44,89;61,46;19,2;69;11,8;64;16,8;36,63
Brasil;Nordeste;2;Sergipe;28;SE;2034;2539516;1215097;1324419;30150;19908;11,87;7,84;76,25;72,16;80,32;9,71;10,3;9,09;1,66;0,0529;0,0781;0,08;0,0681;0,0398;0,0121;0,0014;27,5;17,69;45,2;64,55;18,9;68,9;12,2;63,8;17,26;37,07
Brasil;Nordeste;2;Sergipe;28;SE;2035;2550306;1219573;1330733;29880;20318;11,72;7,97;76,4;72,32;80,44;9,6;10,18;8,99;1,66;0,0521;0,0777;0,0802;0,0684;0,0399;0,0121;0,0015;27,2;18,31;45,51;67,38;18,7;68,7;12,6;63,57;17,73;37,51
Brasil;Nordeste;2;Sergipe;28;SE;2036;2560404;1223724;1336680;29595;20737;11,56;8,1;76,54;72,48;80,56;9,5;10,07;8,9;1,66;0,0514;0,0774;0,0805;0,0687;0,0401;0,0122;0,0015;26,9;18,92;45,82;70,65;18,4;68,6;13;63,32;18,23;37,94
Brasil;Nordeste;2;Sergipe;28;SE;2037;2569805;1227549;1342256;29337;21168;11,42;8,24;76,68;72,64;80,68;9,41;9,98;8,81;1,66;0,0506;0,0771;0,0807;0,0691;0,0403;0,0123;0,0016;26,61;19,53;46,14;73,63;18,2;68,4;13,4;63,05;18,73;38,37
Brasil;Nordeste;2;Sergipe;28;SE;2038;2578518;1231055;1347463;29095;21612;11,28;8,38;76,81;72,79;80,79;9,33;9,89;8,74;1,66;0,0499;0,0767;0,081;0,0694;0,0405;0,0123;0,0016;26,34;20,13;46,47;76,11;18;68,3;13,7;62,76;19,26;38,78
Brasil;Nordeste;2;Sergipe;28;SE;2039;2586546;1234245;1352301;28863;22063;11,16;8,53;76,93;72,93;80,89;9,26;9,82;8,67;1,66;0,0491;0,0764;0,0812;0,0698;0,0407;0,0124;0,0016;26,08;20,76;46,84;79,21;17,8;68,1;14,1;62,45;19,79;39,18
Brasil;Nordeste;2;Sergipe;28;SE;2040;2593896;1237124;1356772;28647;22522;11,04;8,68;77,06;73,08;80,99;9,2;9,75;8,61;1,66;0,0484;0,0761;0,0815;0,0701;0,0409;0,0125;0,0017;25,84;21,43;47,27;82,86;17,5;67,9;14,5;62,12;20,33;39,56
Brasil;Nordeste;2;Sergipe;28;SE;2041;2600559;1239690;1360869;28419;22992;10,93;8,84;77,17;73,22;81,09;9,14;9,69;8,56;1,65;0,0476;0,0758;0,0817;0,0704;0,0411;0,0125;0,0017;25,62;22,12;47,74;86,71;17,3;67,7;15;61,77;20,89;39,93
Brasil;Nordeste;2;Sergipe;28;SE;2042;2606540;1241947;1364593;28226;23466;10,83;9;77,29;73,35;81,18;9,09;9,63;8,51;1,65;0,0469;0,0755;0,082;0,0708;0,0412;0,0126;0,0018;25,43;22,85;48,28;90,06;17,1;67,4;15,4;61,41;21,44;40,26
Brasil;Nordeste;2;Sergipe;28;SE;2043;2611852;1243903;1367949;28040;23950;10,74;9,17;77,4;73,48;81,27;9,04;9,59;8,47;1,65;0,0462;0,0752;0,0822;0,0712;0,0414;0,0127;0,0018;25,25;23,61;48,86;93,53;17;67,2;15,9;61,03;22;40,59
Brasil;Nordeste;2;Sergipe;28;SE;2044;2616494;1245557;1370937;27858;24438;10,65;9,34;77,51;73,61;81,35;9;9,54;8,43;1,65;0,0454;0,0749;0,0825;0,0715;0,0416;0,0128;0,0018;25,1;24,4;49,5;97,02;16,8;66,9;16,3;60,65;22,57;40,9
Brasil;Nordeste;2;Sergipe;28;SE;2045;2620468;1246913;1373555;27689;24935;10,57;9,52;77,62;73,74;81,43;8,96;9,5;8,39;1,65;0,0447;0,0746;0,0828;0,0719;0,0418;0,0128;0,0019;24,97;25,22;50,18;101,2;16,6;66,6;16,8;60,25;23,13;41,2
Brasil;Nordeste;2;Sergipe;28;SE;2046;2623766;1247968;1375798;27509;25440;10,48;9,7;77,71;73,86;81,51;8,93;9,47;8,36;1,65;0,044;0,0743;0,083;0,0722;0,042;0,0129;0,0019;24,85;26,05;50,91;104,85;16,5;66,3;17,3;59,85;23,68;41,5
Brasil;Nordeste;2;Sergipe;28;SE;2047;2626387;1248722;1377665;27345;25946;10,41;9,88;77,81;73,98;81,58;8,9;9,44;8,33;1,65;0,0432;0,074;0,0833;0,0726;0,0422;0,013;0,002;24,76;26,91;51,67;108,59;16,3;65,9;17,7;59,44;24,23;41,79
Brasil;Nordeste;2;Sergipe;28;SE;2048;2628337;1249179;1379158;27180;26454;10,34;10,06;77,91;74,09;81,66;8,88;9,41;8,31;1,65;0,0425;0,0737;0,0836;0,073;0,0424;0,013;0,002;24,68;27,79;52,47;112,35;16,2;65,6;18,2;59,04;24,78;42,09
Brasil;Nordeste;2;Sergipe;28;SE;2049;2629608;1249337;1380271;27009;26967;10,27;10,26;77,99;74,2;81,72;8,85;9,39;8,29;1,65;0,0418;0,0734;0,0839;0,0733;0,0426;0,0131;0,002;24,62;28,68;53,3;116,15;16,1;65,2;18,7;58,64;25,3;42,37
Brasil;Nordeste;2;Sergipe;28;SE;2050;2630195;1249196;1380999;26841;27483;10,2;10,45;78,08;74,31;81,79;8,83;9,37;8,27;1,65;0,0411;0,0732;0,0841;0,0737;0,0428;0,0132;0,0021;24,58;29,58;54,16;120,75;15,9;64,9;19,2;58,25;25,81;42,64
Brasil;Nordeste;2;Sergipe;28;SE;2051;2630096;1248756;1381340;26668;27997;10,14;10,64;78,17;74,42;81,85;8,81;9,35;8,25;1,65;0,0411;0,0731;0,0841;0,0737;0,0428;0,0132;0,0021;24,55;30,48;55,03;124,68;15,8;64,5;19,7;57,87;26,3;42,9
Brasil;Nordeste;2;Sergipe;28;SE;2052;2629311;1248019;1381292;26495;28511;10,08;10,84;78,24;74,52;81,91;8,8;9,33;8,23;1,65;0,0411;0,0731;0,0841;0,0737;0,0428;0,0132;0,0021;24,53;31,39;55,92;128,03;15,7;64,1;20,1;57,51;26,76;43,14
Brasil;Nordeste;2;Sergipe;28;SE;2053;2627834;1246983;1380851;26307;29019;10,01;11,04;78,33;74,62;81,96;8,78;9,31;8,22;1,65;0,0411;0,0731;0,0841;0,0737;0,0428;0,0132;0,0021;24,52;32,29;56,81;132,05;15,6;63,8;20,6;57,15;27,22;43,37
Brasil;Nordeste;2;Sergipe;28;SE;2054;2625660;1245646;1380014;26112;29521;9,94;11,24;78,4;74,71;82,02;8,77;9,3;8,2;1,65;0,0411;0,0731;0,0841;0,0737;0,0428;0,0132;0,0021;24,51;33,18;57,69;135,48;15,5;63,4;21;56,78;27,68;43,58
Brasil;Nordeste;2;Sergipe;28;SE;2055;2622791;1244009;1378782;25912;30013;9,88;11,44;78,47;74,81;82,07;8,76;9,29;8,19;1,65;0,0411;0,0731;0,0841;0,0737;0,0428;0,0132;0,0021;24,51;34,04;58,55;138,71;15,5;63,1;21,5;56,4;28,14;43,79
Brasil;Nordeste;2;Sergipe;28;SE;2056;2619237;1242076;1377161;25721;30500;9,82;11,64;78,54;74,9;82,12;8,75;9,28;8,18;1,65;0,041;0,0731;0,0841;0,0737;0,0428;0,0132;0,0021;24,51;34,87;59,38;142,21;15,4;62,7;21,9;56;28,62;44
Brasil;Nordeste;2;Sergipe;28;SE;2057;2615013;1239854;1375159;25529;30973;9,76;11,84;78,61;74,98;82,16;8,74;9,27;8,17;1,65;0,041;0,0731;0,0841;0,0737;0,0428;0,0132;0,0021;24,51;35,67;60,18;145,75;15,3;62,4;22,3;55,59;29,11;44,18
Brasil;Nordeste;2;Sergipe;28;SE;2058;2610119;1237343;1372776;25322;31440;9,7;12,05;78,68;75,07;82,21;8,73;9,26;8,17;1,65;0,041;0,0731;0,0841;0,0737;0,0428;0,0132;0,0021;24,51;36,45;60,96;148,68;15,2;62,1;22,6;55,18;29,59;44,37
Brasil;Nordeste;2;Sergipe;28;SE;2059;2604560;1234544;1370016;25114;31888;9,64;12,24;78,74;75,15;82,25;8,72;9,25;8,16;1,65;0,041;0,0731;0,0841;0,0737;0,0428;0,0132;0,0021;24,52;37,25;61,77;151,32;15,2;61,8;23;54,81;30,03;44,56
Brasil;Nordeste;2;Sergipe;28;SE;2060;2598353;1231465;1366888;24906;32321;9,59;12,44;78,8;75,23;82,29;8,71;9,24;8,15;1,65;0,041;0,0731;0,0841;0,0736;0,0428;0,0132;0,0021;24,54;38,09;62,63;154,97;15,1;61,5;23,4;54,49;30,42;44,74
Brasil;Nordeste;2;Bahia;29;BA;2010;14302571;7022509;7280062;220513;100241;15,42;7,01;71,92;67,72;76,43;23,13;24,9;21,26;1,73;0,068;0,0968;0,0818;0,0576;0,0306;0,0094;0,001;39,12;10,78;49,89;27,59;26,1;66,7;7,2;63,62;10,29;27,8
Brasil;Nordeste;2;Bahia;29;BA;2011;14372994;7049709;7323285;219311;100361;15,26;6,98;72,2;67,95;76,75;21,95;23,5;20,31;1,72;0,0675;0,0927;0,082;0,0591;0,0314;0,0095;9,00E-04;37,99;10,94;48,93;28,63;25,5;67,1;7,3;63,98;10,51;28,29
Brasil;Nordeste;2;Bahia;29;BA;2012;14441531;7075846;7365685;215812;100801;14,94;6,98;72,47;68,17;77,06;20,87;22,22;19,43;1,69;0,0665;0,0883;0,0809;0,06;0,0316;0,0095;9,00E-04;36,87;11,12;48;30,12;24,9;67,6;7,5;64,34;10,75;28,79
Brasil;Nordeste;2;Bahia;29;BA;2013;14505033;7099339;7405694;208757;101360;14,39;6,99;72,73;68,4;77,36;19,86;21,05;18,62;1,63;0,0635;0,0831;0,0786;0,0598;0,0316;0,0094;9,00E-04;35,75;11,33;47,08;31,69;24,3;68;7,7;64,69;11;29,29
Brasil;Nordeste;2;Bahia;29;BA;2014;14565807;7121398;7444409;210147;102078;14,43;7,01;72,99;68,62;77,65;18,95;19,99;17,86;1,65;0,0633;0,0819;0,0798;0,0611;0,0329;0,0097;8,00E-04;34,69;11,55;46,24;33,33;23,7;68,4;7,9;65,01;11,27;29,79
Brasil;Nordeste;2;Bahia;29;BA;2015;14629018;7144691;7484327;213747;102965;14,61;7,04;73,23;68,83;77,92;18,11;19,02;17,15;1,68;0,0632;0,0832;0,0811;0,0632;0,0346;0,0101;9,00E-04;33,77;11,78;45,55;34,91;23,2;68,7;8,1;65,24;11,56;30,29
Brasil;Nordeste;2;Bahia;29;BA;2016;14689684;7166690;7522994;205329;103835;13,98;7,07;73,47;69,04;78,18;17,35;18,14;16,51;1,62;0,0606;0,0812;0,0766;0,0611;0,034;0,0098;8,00E-04;32,96;12,04;45;36,56;22,7;69;8,3;65,4;11,87;30,78
Brasil;Nordeste;2;Bahia;29;BA;2017;14749868;7188472;7561396;213140;104810;14,45;7,11;73,71;69,25;78,43;16,64;17,35;15,91;1,69;0,0627;0,0844;0,0802;0,0641;0,0357;0,0103;9,00E-04;32,26;12,31;44,57;38,12;22,3;69,2;8,5;65,48;12,2;31,26
Brasil;Nordeste;2;Bahia;29;BA;2018;14812617;7211608;7601009;211097;105960;14,25;7,15;73,93;69,46;78,67;16,01;16,63;15,36;1,69;0,0618;0,0838;0,0801;0,0642;0,0359;0,0104;9,00E-04;31,63;12,6;44,23;39,73;21,9;69,3;8,7;65,52;12,55;31,73
Brasil;Nordeste;2;Bahia;29;BA;2019;14872858;7233509;7639349;208921;107095;14,05;7,2;74,15;69,66;78,9;15,43;15,97;14,85;1,68;0,061;0,0833;0,08;0,0644;0,036;0,0105;0,001;31,05;12,92;43,97;41,67;21,6;69,5;9;65,53;12,9;32,19
Brasil;Nordeste;2;Bahia;29;BA;2020;14930424;7254101;7676323;206595;108295;13,84;7,25;74,36;69,86;79,11;14,89;15,38;14,38;1,68;0,0602;0,0827;0,0799;0,0645;0,0361;0,0105;0,001;30,52;13,28;43,8;43,4;21,2;69,5;9,2;65,5;13,27;32,64
Brasil;Nordeste;2;Bahia;29;BA;2021;14985070;7273278;7711792;204045;109546;13,62;7,31;74,57;70,05;79,32;14,42;14,84;13,96;1,67;0,0594;0,0822;0,0799;0,0647;0,0363;0,0106;0,001;30,08;13,67;43,75;45,45;20,9;69,6;9,5;65,42;13,65;33,1
Brasil;Nordeste;2;Bahia;29;BA;2022;15036517;7290913;7745604;201332;110914;13,39;7,38;74,76;70,24;79,52;13,98;14,36;13,57;1,67;0,0586;0,0817;0,0799;0,0648;0,0364;0,0107;0,0011;29,7;14,09;43,8;47,34;20,7;69,5;9,8;65,3;14,04;33,55
Brasil;Nordeste;2;Bahia;29;BA;2023;15084600;7306926;7777674;198653;112371;13,17;7,45;74,96;70,43;79,7;13,57;13,92;13,21;1,66;0,0579;0,0813;0,0799;0,065;0,0366;0,0107;0,0011;29,34;14,55;43,89;49,51;20,4;69,5;10,1;65,16;14,45;33,99
Brasil;Nordeste;2;Bahia;29;BA;2024;15129225;7321284;7807941;195945;113928;12,95;7,53;75,14;70,61;79,88;13,21;13,52;12,88;1,66;0,0571;0,0808;0,0799;0,0652;0,0367;0,0108;0,0011;29;15,02;44,02;51,74;20,1;69,4;10,4;65;14,86;34,44
Brasil;Nordeste;2;Bahia;29;BA;2025;15170253;7333933;7836320;193138;115538;12,73;7,62;75,32;70,79;80,05;12,88;13,16;12,58;1,66;0,0564;0,0804;0,0799;0,0654;0,0369;0,0109;0,0012;28,71;15,52;44,23;54,27;19,9;69,3;10,8;64,79;15,3;34,89
Brasil;Nordeste;2;Bahia;29;BA;2026;15207525;7344806;7862719;190264;117247;12,51;7,71;75,49;70,97;80,21;12,58;12,84;12,31;1,65;0,0557;0,0799;0,0799;0,0657;0,0371;0,0109;0,0012;28,46;16,04;44,5;56,35;19,7;69,2;11,1;64,56;15,75;35,33
Brasil;Nordeste;2;Bahia;29;BA;2027;15240909;7353839;7887070;187395;119055;12,3;7,81;75,66;71,14;80,36;12,31;12,55;12,07;1,65;0,055;0,0795;0,08;0,0659;0,0373;0,011;0,0012;28,21;16,57;44,78;58,46;19,5;69,1;11,4;64,3;16,22;35,78
Brasil;Nordeste;2;Bahia;29;BA;2028;15270303;7361000;7909303;184504;120954;12,08;7,92;75,82;71,31;80,51;12,07;12,28;11,84;1,65;0,0543;0,0791;0,08;0,0661;0,0374;0,0111;0,0013;28;17,13;45,13;61,14;19,3;68,9;11,8;64,01;16,7;36,23
Brasil;Nordeste;2;Bahia;29;BA;2029;15295642;7366269;7929373;181638;122895;11,88;8,03;75,98;71,48;80,65;11,85;12,04;11,63;1,64;0,0536;0,0787;0,0801;0,0664;0,0376;0,0112;0,0013;27,8;17,72;45,52;63,87;19,1;68,7;12,2;63,71;17,18;36,67
Brasil;Nordeste;2;Bahia;29;BA;2030;15316952;7369659;7947293;178899;124894;11,68;8,15;76,13;71,64;80,78;11,64;11,83;11,45;1,64;0,053;0,0783;0,0801;0,0666;0,0378;0,0112;0,0013;27,55;18,32;45,88;66,67;18,9;68,6;12,6;63,45;17,66;37,11
Brasil;Nordeste;2;Bahia;29;BA;2031;15333879;7370991;7962888;176170;126938;11,49;8,28;76,28;71,8;80,9;11,46;11,63;11,28;1,64;0,0523;0,078;0,0802;0,0669;0,038;0,0113;0,0014;27,32;18,96;46,28;69,52;18,7;68,4;13;63,19;18,13;37,56
Brasil;Nordeste;2;Bahia;29;BA;2032;15346028;7370061;7975967;173509;129060;11,31;8,41;76,41;71,96;81,02;11,3;11,46;11,12;1,64;0,0516;0,0776;0,0803;0,0671;0,0382;0,0114;0,0014;27,07;19,63;46,69;72,43;18,5;68,2;13,4;62,95;18,6;38
Brasil;Nordeste;2;Bahia;29;BA;2033;15353402;7366879;7986523;170934;131250;11,13;8,55;76,55;72,11;81,13;11,15;11,3;10,98;1,64;0,051;0,0772;0,0804;0,0674;0,0384;0,0115;0,0014;26,76;20,3;47,07;75,82;18,2;68;13,8;62,73;19,07;38,45
Brasil;Nordeste;2;Bahia;29;BA;2034;15355998;7361457;7994541;168384;133491;10,97;8,69;76,68;72,26;81,23;11,01;11,16;10,86;1,64;0,0503;0,0769;0,0805;0,0677;0,0386;0,0116;0,0015;26,46;20,99;47,44;79,33;17,9;67,8;14,2;62,49;19,57;38,9
Brasil;Nordeste;2;Bahia;29;BA;2035;15353814;7353803;8000011;165939;135816;10,81;8,85;76,81;72,4;81,33;10,89;11,03;10,74;1,63;0,0497;0,0766;0,0806;0,0679;0,0388;0,0117;0,0015;26,16;21,66;47,82;83,05;17,7;67,7;14,7;62,2;20,11;39,35
Brasil;Nordeste;2;Bahia;29;BA;2036;15346869;7343940;8002929;163567;138196;10,66;9;76,93;72,55;81,43;10,78;10,91;10,64;1,63;0,049;0,0762;0,0807;0,0682;0,039;0,0117;0,0016;25,86;22,33;48,19;86,78;17,4;67,5;15,1;61,87;20,68;39,8
Brasil;Nordeste;2;Bahia;29;BA;2037;15335177;7331886;8003291;161268;140638;10,52;9,17;77,05;72,69;81,52;10,68;10,81;10,54;1,63;0,0484;0,0759;0,0809;0,0685;0,0392;0,0118;0,0016;25,57;23;48,57;90,12;17,2;67,3;15,5;61,5;21,29;40,25
Brasil;Nordeste;2;Bahia;29;BA;2038;15318735;7317652;8001083;158990;143120;10,38;9,34;77,16;72,82;81,6;10,59;10,71;10,46;1,63;0,0478;0,0756;0,081;0,0688;0,0395;0,0119;0,0016;25,29;23,68;48,98;93,53;17;67,1;15,9;61,1;21,93;40,7
