"Data","Ultimo","Abertura","Maxima","Minima","Volume","Variacao"
"19.04.2015","744,0","745,8","745,9","732,3","0,03K","-0,24%"
"18.04.2015","745,8","753,8","753,8","728,0","0,07K","-1,06%"
"17.04.2015","753,8","760,0","769,4","720,0","0,14K","-0,81%"
"16.04.2015","760,0","719,0","760,0","710,0","0,15K","5,70%"
"15.04.2015","719,0","731,7","754,9","706,0","0,07K","-1,74%"
"14.04.2015","731,7","768,9","768,9","713,0","0,16K","-4,84%"
"13.04.2015","768,9","784,0","800,0","745,2","0,14K","-1,92%"
"12.04.2015","784,0","770,0","799,0","750,0","0,04K","2,41%"
"11.04.2015","765,5","777,3","800,0","750,0","0,10K","-1,51%"
"10.04.2015","777,3","814,0","820,0","768,3","0,13K","-4,51%"
"09.04.2015","814,0","803,0","815,0","782,4","0,12K","1,37%"
"08.04.2015","803,0","846,3","848,3","796,0","0,36K","-5,12%"
"07.04.2015","846,3","843,0","849,5","835,0","0,13K","0,39%"
"06.04.2015","843,0","835,0","850,0","832,0","0,11K","0,96%"
"05.04.2015","835,0","841,8","848,7","833,4","0,02K","-0,80%"
"04.04.2015","841,8","833,2","849,0","832,0","0,03K","1,03%"
"03.04.2015","833,2","850,0","850,0","831,0","0,05K","-1,98%"
"02.04.2015","850,0","835,0","850,0","823,0","0,08K","1,80%"
"01.04.2015","835,0","839,0","860,0","802,0","0,14K","-0,48%"
"31.03.2015","839,0","846,2","866,0","825,1","0,12K","-0,85%"
"30.03.2015","846,2","826,0","875,0","810,0","0,08K","2,45%"
"29.03.2015","826,0","848,8","849,0","820,0","0,03K","-2,69%"
"28.03.2015","848,8","829,0","849,0","825,1","0,03K","2,39%"
"27.03.2015","829,0","839,8","839,8","816,1","0,11K","-1,29%"
"26.03.2015","839,8","831,7","843,0","802,5","0,09K","0,98%"
"25.03.2015","831,7","852,7","861,5","780,0","0,13K","-2,47%"
"24.03.2015","852,7","876,5","876,5","820,0","0,17K","-2,71%"
"23.03.2015","876,5","878,0","879,0","850,0","0,16K","-0,17%"
"22.03.2015","878,0","874,6","879,9","865,0","0,02K","0,39%"
"21.03.2015","874,6","892,1","892,1","870,0","0,03K","-1,96%"
"20.03.2015","892,1","896,9","897,0","880,1","0,08K","-0,54%"
"19.03.2015","896,9","851,0","913,3","851,0","0,17K","5,39%"
"18.03.2015","851,0","968,0","968,0","845,0","0,17K","-12,09%"
"17.03.2015","968,0","965,0","970,0","957,0","0,10K","0,31%"
"16.03.2015","965,0","965,9","970,0","955,1","0,11K","-0,10%"
"15.03.2015","965,9","950,0","970,0","940,0","0,01K","0,00%"
"14.03.2015","965,9","988,3","990,1","948,0","0,04K","-2,26%"
"13.03.2015","988,3","951,1","1.059,0","920,1","0,24K","3,91%"
"12.03.2015","951,1","899,0","979,9","889,0","0,13K","5,79%"
"11.03.2015","899,0","897,5","899,0","873,5","0,10K","0,17%"
"10.03.2015","897,5","898,9","899,0","864,1","0,12K","-0,16%"
"09.03.2015","898,9","828,0","900,0","828,0","0,10K","8,57%"
"08.03.2015","828,0","828,0","845,0","824,0","0,02K","0,00%"
"07.03.2015","828,0","808,9","828,0","800,0","0,04K","2,36%"
"06.03.2015","808,9","809,0","809,0","790,0","0,11K","-0,01%"
"05.03.2015","809,0","801,0","810,0","800,0","0,13K","0,99%"
"04.03.2015","801,0","746,1","828,0","746,1","0,15K","7,36%"
"03.03.2015","746,1","770,0","830,0","746,1","0,22K","-3,10%"
"02.03.2015","770,0","737,0","770,0","721,0","0,19K","4,48%"
"01.03.2015","737,0","736,0","739,0","730,0","0,04K","0,14%"
"28.02.2015","736,0","736,0","736,0","721,0","0,03K","0,00%"
"27.02.2015","736,0","714,0","740,0","705,5","0,12K","3,08%"
"26.02.2015","714,0","714,0","714,0","695,0","0,12K","0,00%"
"25.02.2015","714,0","709,0","715,9","693,0","0,09K","0,70%"
"24.02.2015","709,0","715,9","715,9","691,7","0,08K","-0,96%"
"23.02.2015","715,9","700,0","727,0","670,0","0,11K","2,27%"
"22.02.2015","700,0","735,7","736,6","689,0","0,03K","-4,86%"
"21.02.2015","735,7","715,8","737,1","705,3","0,03K","2,79%"
"20.02.2015","715,8","712,0","723,0","700,0","0,12K","0,53%"
"19.02.2015","712,0","709,4","715,0","687,0","0,10K","0,37%"
"18.02.2015","709,4","711,8","739,0","660,0","0,10K","-0,34%"
"17.02.2015","711,8","702,8","711,9","680,0","0,01K","1,29%"
"16.02.2015","702,8","696,0","715,0","681,0","0,02K","0,98%"
"15.02.2015","696,0","713,0","740,0","695,0","0,05K","-2,38%"
"14.02.2015","713,0","698,0","725,0","698,0","0,08K","2,15%"
"13.02.2015","698,0","673,7","700,0","663,6","0,15K","3,61%"
"12.02.2015","673,7","671,7","674,0","663,0","0,09K","0,30%"
"11.02.2015","671,7","669,4","674,5","657,1","0,08K","0,34%"
"10.02.2015","669,4","666,2","674,0","642,2","0,07K","0,48%"
"09.02.2015","666,2","650,1","667,0","637,0","0,16K","2,48%"
"08.02.2015","650,1","668,0","674,0","646,0","0,01K","-2,68%"
"07.02.2015","668,0","657,7","670,0","646,6","0,02K","1,56%"
"06.02.2015","657,7","645,0","658,4","635,1","0,12K","1,97%"
"05.02.2015","645,0","669,0","669,0","631,2","0,12K","-3,58%"
"04.02.2015","669,0","671,7","684,8","647,0","0,13K","-0,41%"
"03.02.2015","671,7","680,0","700,0","660,0","0,16K","-1,22%"
"02.02.2015","680,0","662,0","680,0","638,0","0,08K","2,72%"
"01.02.2015","662,0","645,0","680,0","620,0","0,10K","2,64%"
"31.01.2015","645,0","670,0","693,3","644,0","0,07K","-3,73%"
"30.01.2015","670,0","656,0","700,0","640,1","0,10K","2,13%"
"29.01.2015","656,0","694,8","695,0","635,0","0,15K","-5,58%"
"28.01.2015","694,8","725,1","750,1","651,0","0,27K","-4,19%"
"27.01.2015","725,1","740,0","780,0","702,0","0,21K","-2,01%"
"26.01.2015","740,0","683,4","828,8","683,4","0,23K","8,28%"
"25.01.2015","683,4","690,0","694,0","660,0","0,05K","-0,96%"
"24.01.2015","690,0","637,0","690,0","625,0","0,07K","8,32%"
"23.01.2015","637,0","646,5","648,0","620,0","0,08K","-1,46%"
"22.01.2015","646,5","625,0","660,0","620,0","0,16K","3,44%"
"21.01.2015","625,0","612,2","630,0","601,0","0,11K","2,09%"
"20.01.2015","612,2","620,0","650,0","612,1","0,26K","-1,26%"
"19.01.2015","620,0","634,0","664,2","608,0","0,14K","-2,20%"
"18.01.2015","634,0","625,6","634,0","607,0","0,01K","1,34%"
"17.01.2015","625,6","637,0","650,0","583,2","0,09K","-1,79%"
"16.01.2015","637,0","645,9","670,0","601,0","0,19K","-1,37%"
"15.01.2015","645,9","570,4","710,0","511,0","0,26K","13,24%"
"14.01.2015","570,4","690,0","710,0","455,3","0,21K","-17,34%"
"13.01.2015","690,0","847,9","847,9","650,0","0,22K","-18,63%"
"12.01.2015","847,9","829,0","857,6","815,0","0,06K","2,28%"
"11.01.2015","829,0","849,0","870,3","829,0","0,11K","-2,36%"
"10.01.2015","849,0","885,0","901,7","846,0","0,06K","-4,07%"
"09.01.2015","885,0","905,8","906,0","870,0","0,08K","-2,29%"
"08.01.2015","905,8","905,0","920,0","862,0","0,12K","0,08%"
"07.01.2015","905,0","858,8","913,8","839,0","0,13K","5,37%"
"06.01.2015","858,8","800,0","859,7","788,0","0,07K","7,36%"
"05.01.2015","800,0","783,0","849,7","783,0","0,08K","2,18%"
"04.01.2015","783,0","864,7","864,7","763,0","0,07K","-9,46%"
"03.01.2015","864,7","923,1","923,1","845,0","0,08K","-3,81%"
"02.01.2015","899,0","911,0","946,0","880,1","0,08K","-1,32%"
"01.01.2015","911,0","890,0","915,0","880,0","0,04K","2,64%"
"31.12.2014","887,5","883,0","931,6","846,0","0,08K","0,52%"
"30.12.2014","883,0","923,2","926,2","883,0","0,07K","-4,35%"
"29.12.2014","923,2","925,0","930,0","900,0","0,07K","-0,19%"
"28.12.2014","925,0","944,0","944,0","913,0","0,02K","-2,01%"
"27.12.2014","944,0","955,0","955,0","920,0","0,09K","-1,16%"
"26.12.2014","955,0","915,0","957,0","911,0","0,06K","4,37%"
"25.12.2014","915,0","927,0","930,0","910,0","0,01K","-1,29%"
"24.12.2014","927,0","969,9","969,9","922,6","0,09K","-4,42%"
"23.12.2014","969,9","945,3","980,0","935,0","0,09K","2,60%"
"22.12.2014","945,3","910,0","980,0","905,0","0,09K","3,88%"
"21.12.2014","910,0","941,6","942,0","905,0","0,03K","-3,35%"
"20.12.2014","941,6","911,0","945,0","910,0","0,04K","3,36%"
"19.12.2014","911,0","890,2","911,0","870,0","0,08K","2,34%"
"18.12.2014","890,2","951,1","951,3","872,4","0,09K","-6,41%"
"17.12.2014","951,1","972,2","972,2","895,0","0,11K","-2,17%"
"16.12.2014","972,2","1.010,0","1.010,0","972,2","0,12K","-3,74%"
"15.12.2014","1.010,0","991,0","1.014,0","991,0","0,08K","1,91%"
"14.12.2014","991,0","999,0","1.014,0","981,0","0,02K","-0,80%"
"13.12.2014","999,0","1.022,9","1.023,3","980,0","0,05K","-2,34%"
"12.12.2014","1.022,9","1.000,0","1.025,5","993,1","0,06K","2,29%"
"11.12.2014","1.000,0","980,0","1.033,3","960,1","0,10K","2,04%"
"10.12.2014","980,0","1.002,0","1.002,0","960,0","0,08K","-2,19%"
"09.12.2014","1.002,0","1.020,0","1.020,0","968,0","0,16K","-1,77%"
"08.12.2014","1.020,0","1.025,0","1.025,0","1.000,0","0,07K","-0,49%"
"07.12.2014","1.025,0","1.025,0","1.035,9","986,0","0,06K","0,00%"
"06.12.2014","1.025,0","1.022,3","1.040,0","1.015,5","0,04K","0,26%"
"05.12.2014","1.022,3","1.017,0","1.040,0","1.013,0","0,05K","0,52%"
"04.12.2014","1.017,0","1.030,0","1.039,0","1.012,1","0,09K","-1,26%"
"03.12.2014","1.030,0","1.035,0","1.037,0","1.020,1","0,08K","-0,48%"
"02.12.2014","1.035,0","1.039,9","1.045,0","1.025,0","0,05K","-0,47%"
"01.12.2014","1.039,9","1.015,0","1.045,0","1.012,0","0,08K","2,45%"
"30.11.2014","1.015,0","1.020,0","1.020,0","1.006,0","0,01K","-0,49%"
"29.11.2014","1.020,0","1.020,0","1.020,0","1.004,0","0,01K","0,00%"
"28.11.2014","1.020,0","1.011,0","1.020,0","990,0","0,09K","0,89%"
"27.11.2014","1.011,0","1.010,0","1.027,0","1.000,0","0,08K","0,10%"
"26.11.2014","1.010,0","1.022,5","1.037,6","990,3","0,12K","-1,22%"
"25.11.2014","1.022,5","1.030,0","1.046,0","1.010,0","0,07K","-0,73%"
"24.11.2014","1.030,0","993,0","1.043,0","971,0","0,10K","3,73%"
"23.11.2014","993,0","964,0","993,0","948,0","0,03K","3,01%"
"22.11.2014","964,0","944,0","994,0","943,0","0,04K","2,23%"
"21.11.2014","943,0","1.003,0","1.020,0","943,0","0,18K","-5,98%"
"20.11.2014","1.003,0","1.031,0","1.059,0","980,0","0,13K","-2,72%"
"19.11.2014","1.031,0","1.055,9","1.084,0","1.023,5","0,10K","-2,36%"
"18.11.2014","1.055,9","1.064,0","1.065,0","1.036,0","0,07K","-0,76%"
"17.11.2014","1.064,0","1.040,0","1.100,0","1.000,0","0,17K","2,31%"
"16.11.2014","1.040,0","1.082,5","1.082,5","1.030,0","0,04K","-3,93%"
"15.11.2014","1.082,5","1.085,1","1.098,0","1.040,0","0,10K","-0,24%"
"14.11.2014","1.085,1","1.148,0","1.150,0","1.052,0","0,12K","-5,48%"
"13.11.2014","1.148,0","1.135,0","1.190,0","1.060,1","0,17K","1,15%"
"12.11.2014","1.135,0","990,0","1.200,0","990,0","0,24K","14,65%"
"11.11.2014","990,0","1.000,0","1.010,0","986,4","0,11K","-1,00%"
"10.11.2014","1.000,0","965,0","1.029,9","963,0","0,17K","3,63%"
"09.11.2014","965,0","945,0","965,0","927,0","0,04K","2,12%"
"08.11.2014","945,0","936,0","956,0","923,0","0,05K","0,96%"
"07.11.2014","936,0","923,5","1.000,0","900,0","0,18K","1,35%"
"06.11.2014","923,5","915,0","939,0","892,1","0,11K","0,93%"
"05.11.2014","915,0","876,0","928,0","863,9","0,11K","4,45%"
"04.11.2014","876,0","860,0","898,0","851,1","0,13K","1,86%"
"03.11.2014","860,0","845,0","876,0","821,2","0,11K","1,78%"
"02.11.2014","845,0","840,0","855,0","816,0","0,03K","0,60%"
"01.11.2014","840,0","907,3","923,0","835,0","0,12K","-7,42%"
"31.10.2014","907,3","909,0","909,0","872,0","0,14K","-0,19%"
"30.10.2014","909,0","918,0","918,0","860,0","0,17K","-0,98%"
"29.10.2014","918,0","930,0","945,0","872,0","0,19K","-1,29%"
"28.10.2014","930,0","965,0","970,0","922,0","0,09K","-3,63%"
"27.10.2014","965,0","940,0","979,2","918,0","0,14K","2,66%"
"26.10.2014","940,0","929,0","950,0","903,0","0,01K","1,18%"
"25.10.2014","929,0","926,0","940,0","880,0","0,05K","0,32%"
"24.10.2014","926,0","978,7","994,0","926,0","0,18K","-5,38%"
"23.10.2014","978,7","995,0","1.010,0","931,0","0,17K","-1,64%"
"22.10.2014","995,0","1.000,0","1.020,0","981,1","0,07K","-0,50%"
"21.10.2014","1.000,0","971,0","1.000,0","967,0","0,10K","2,99%"
"20.10.2014","971,0","980,0","980,0","927,0","0,10K","-0,92%"
"19.10.2014","980,0","986,0","999,0","960,0","0,06K","-0,61%"
"18.10.2014","986,0","996,0","1.010,0","968,0","0,09K","-1,00%"
"17.10.2014","996,0","984,0","1.020,0","935,0","0,11K","1,22%"
"16.10.2014","984,0","1.021,0","1.021,0","950,0","0,11K","-3,62%"
"15.10.2014","1.021,0","1.022,0","1.039,0","983,0","0,08K","-0,10%"
"14.10.2014","1.022,0","970,0","1.100,0","960,0","0,11K","5,36%"
"13.10.2014","970,0","950,0","990,0","928,0","0,09K","2,11%"
"12.10.2014","950,0","935,0","950,0","900,0","0,03K","1,61%"
"11.10.2014","935,0","925,0","963,0","901,0","0,02K","1,08%"
"10.10.2014","925,0","961,0","980,0","906,0","0,16K","-3,75%"
"09.10.2014","961,0","900,0","1.022,9","880,0","0,17K","6,78%"
"08.10.2014","900,0","886,0","910,0","803,0","0,15K","1,58%"
"07.10.2014","886,0","871,0","900,0","800,0","0,13K","1,72%"
"06.10.2014","871,0","774,0","930,0","755,0","0,14K","12,53%"
"05.10.2014","774,0","914,3","914,3","730,1","0,06K","-15,35%"
"04.10.2014","914,3","930,0","996,3","854,0","0,10K","-1,69%"
"03.10.2014","930,0","995,0","1.000,0","930,0","0,12K","-6,53%"
"02.10.2014","995,0","1.024,0","1.024,0","975,0","0,08K","-2,83%"
"01.10.2014","1.024,0","1.000,0","1.049,0","982,5","0,07K","2,40%"
"30.09.2014","1.000,0","1.005,0","1.070,0","960,0","0,11K","-0,50%"
"29.09.2014","1.005,0","980,0","1.030,0","961,0","0,08K","2,55%"
"28.09.2014","980,0","1.075,0","1.075,0","960,0","0,05K","-8,84%"
"27.09.2014","1.075,0","1.053,0","1.080,0","1.011,0","0,04K","2,09%"
"26.09.2014","1.053,0","1.077,7","1.085,3","1.018,1","0,08K","-2,29%"
"25.09.2014","1.077,7","1.089,0","1.115,0","1.018,0","0,07K","-1,04%"
"24.09.2014","1.089,0","1.086,0","1.145,0","1.014,0","0,07K","0,28%"
"23.09.2014","1.086,0","1.030,0","1.152,0","1.006,0","0,12K","5,44%"
"22.09.2014","1.030,0","991,2","1.033,0","961,0","0,10K","3,91%"
"21.09.2014","991,2","1.050,7","1.050,7","990,0","0,01K","-5,66%"
"20.09.2014","1.050,7","1.023,4","1.088,9","993,0","0,05K","2,67%"
"19.09.2014","1.023,4","1.046,3","1.112,0","809,0","0,19K","-2,19%"
"18.09.2014","1.046,3","1.163,0","1.163,0","1.030,0","0,17K","-10,03%"
"17.09.2014","1.163,0","1.170,0","1.192,0","1.137,0","0,15K","-0,60%"
"16.09.2014","1.170,0","1.180,0","1.237,8","1.163,0","0,10K","-0,85%"
"15.09.2014","1.180,0","1.169,0","1.197,0","1.159,0","0,06K","0,94%"
"14.09.2014","1.169,0","1.168,0","1.200,0","1.168,0","0,01K","0,09%"
"13.09.2014","1.168,0","1.245,0","1.260,0","1.159,0","0,03K","-6,18%"
"12.09.2014","1.245,0","1.180,0","1.260,0","1.153,0","0,13K","5,51%"
"11.09.2014","1.180,0","1.198,9","1.198,9","1.158,0","0,07K","-1,57%"
"10.09.2014","1.198,9","1.156,0","1.198,9","1.135,0","0,07K","3,71%"
"09.09.2014","1.156,0","1.165,0","1.166,0","1.124,0","0,06K","-0,77%"
"08.09.2014","1.165,0","1.132,0","1.180,0","1.123,3","0,08K","2,92%"
"07.09.2014","1.132,0","1.145,0","1.177,0","1.130,0","0,01K","-1,14%"
"06.09.2014","1.145,0","1.200,0","1.200,0","1.125,0","0,04K","-4,58%"
"05.09.2014","1.200,0","1.155,0","1.210,0","1.125,0","0,06K","3,90%"
"04.09.2014","1.155,0","1.120,0","1.175,0","1.100,0","0,06K","3,13%"
"03.09.2014","1.120,0","1.173,0","1.200,0","1.092,0","0,09K","-4,52%"
"02.09.2014","1.173,0","1.158,0","1.240,0","1.154,0","0,08K","1,30%"
"01.09.2014","1.158,0","1.190,0","1.230,0","1.154,0","0,08K","-2,69%"
"31.08.2014","1.190,0","1.245,0","1.245,0","1.160,5","0,02K","-4,42%"
"30.08.2014","1.245,0","1.254,3","1.258,0","1.235,0","0,01K","-0,74%"
"29.08.2014","1.254,3","1.269,0","1.269,0","1.230,0","0,04K","-1,16%"
"28.08.2014","1.269,0","1.255,0","1.288,9","1.231,0","0,05K","1,12%"
"27.08.2014","1.255,0","1.249,0","1.298,0","1.228,0","0,05K","0,48%"
"26.08.2014","1.249,0","1.236,0","1.279,0","1.228,0","0,06K","1,05%"
"25.08.2014","1.236,0","1.245,0","1.290,0","1.227,0","0,06K","-0,72%"
"24.08.2014","1.245,0","1.246,5","1.275,0","1.242,0","0,01K","-0,12%"
"23.08.2014","1.246,5","1.283,0","1.329,8","1.241,0","0,03K","-2,84%"
"22.08.2014","1.283,0","1.260,0","1.348,0","1.256,0","0,06K","1,83%"
"21.08.2014","1.260,0","1.250,0","1.305,0","1.242,0","0,04K","0,80%"
"20.08.2014","1.250,0","1.183,0","1.350,0","1.176,0","0,08K","5,66%"
"19.08.2014","1.183,0","1.175,0","1.268,9","1.150,0","0,09K","0,68%"
"18.08.2014","1.175,0","1.277,4","1.329,2","1.150,0","0,08K","-8,02%"
"17.08.2014","1.277,4","1.352,0","1.352,0","1.277,1","0,01K","-5,52%"
"16.08.2014","1.352,0","1.316,0","1.363,3","1.263,1","0,03K","2,74%"
"15.08.2014","1.316,0","1.300,0","1.435,0","1.251,0","0,12K","1,23%"
"14.08.2014","1.300,0","1.450,0","1.460,0","1.250,0","0,11K","-10,34%"
"13.08.2014","1.450,0","1.480,0","1.492,0","1.376,0","0,15K","-2,03%"
"12.08.2014","1.480,0","1.495,0","1.500,0","1.420,0","0,06K","-1,00%"
"11.08.2014","1.495,0","1.498,0","1.505,0","1.448,5","0,06K","-0,20%"
"10.08.2014","1.498,0","1.470,0","1.498,0","1.454,3","0,01K","1,90%"
"09.08.2014","1.470,0","1.495,0","1.507,0","1.470,0","0,01K","-1,67%"
"08.08.2014","1.495,0","1.441,0","1.515,0","1.430,0","0,07K","3,75%"
"07.08.2014","1.441,0","1.490,0","1.490,0","1.430,0","0,05K","-3,29%"
"06.08.2014","1.490,0","1.490,0","1.515,0","1.420,0","0,12K","0,00%"
"05.08.2014","1.490,0","1.500,6","1.508,0","1.456,3","0,05K","-0,71%"
"04.08.2014","1.500,6","1.500,0","1.521,2","1.470,0","0,04K","0,04%"
"03.08.2014","1.500,0","1.491,4","1.514,0","1.470,0","0,01K","0,57%"
"02.08.2014","1.491,4","1.490,0","1.520,0","1.480,0","0,03K","0,10%"
"01.08.2014","1.490,0","1.473,1","1.520,0","1.470,0","0,05K","1,15%"
"31.07.2014","1.473,1","1.440,0","1.498,0","1.430,0","0,08K","2,30%"
"30.07.2014","1.440,0","1.502,0","1.502,0","1.432,0","0,04K","-4,13%"
"29.07.2014","1.502,0","1.483,2","1.519,2","1.441,0","0,11K","1,27%"
"28.07.2014","1.483,2","1.501,6","1.519,2","1.450,0","0,07K","-1,22%"
"27.07.2014","1.501,6","1.520,0","1.540,0","1.501,6","0,01K","-1,21%"
"26.07.2014","1.520,0","1.540,0","1.542,0","1.501,6","0,01K","-1,30%"
"25.07.2014","1.540,0","1.550,0","1.557,3","1.500,0","0,07K","-0,64%"
"24.07.2014","1.550,0","1.589,8","1.589,8","1.510,0","0,08K","-2,50%"
"23.07.2014","1.589,8","1.577,9","1.589,8","1.536,3","0,05K","0,75%"
"22.07.2014","1.577,9","1.560,0","1.578,0","1.530,0","0,05K","1,15%"
"21.07.2014","1.560,0","1.559,0","1.579,0","1.485,0","0,05K","0,06%"
"20.07.2014","1.559,0","1.550,0","1.565,5","1.536,0","0,02K","0,58%"
"19.07.2014","1.550,0","1.520,0","1.600,0","1.520,0","0,02K","1,97%"
"18.07.2014","1.520,0","1.500,0","1.580,0","1.490,0","0,03K","1,33%"
"17.07.2014","1.500,0","1.500,0","1.555,0","1.452,5","0,07K","0,00%"
"16.07.2014","1.500,0","1.488,0","1.500,0","1.450,0","0,06K","0,81%"
"15.07.2014","1.488,0","1.460,0","1.490,0","1.431,0","0,05K","1,92%"
"14.07.2014","1.460,0","1.480,0","1.485,0","1.420,0","0,05K","-1,35%"
"13.07.2014","1.480,0","1.490,0","1.490,0","1.445,0","0,02K","-0,67%"
"12.07.2014","1.490,0","1.530,0","1.530,0","1.458,0","0,02K","-2,61%"
"11.07.2014","1.530,0","1.489,9","1.555,0","1.471,0","0,08K","2,69%"
"10.07.2014","1.489,9","1.490,0","1.490,0","1.460,0","0,03K","-0,01%"
"09.07.2014","1.490,0","1.499,0","1.500,0","1.464,0","0,03K","-0,60%"
"08.07.2014","1.499,0","1.457,8","1.500,0","1.457,8","0,03K","2,83%"
"07.07.2014","1.457,8","1.497,0","1.510,0","1.420,0","0,05K","-2,62%"
"06.07.2014","1.497,0","1.520,0","1.520,0","1.450,0","0,02K","-1,51%"
"05.07.2014","1.520,0","1.535,1","1.535,1","1.475,0","0,06K","-0,98%"
"04.07.2014","1.535,1","1.540,0","1.550,0","1.500,0","0,04K","-0,32%"
"03.07.2014","1.540,0","1.547,0","1.550,0","1.511,0","0,06K","-0,45%"
"02.07.2014","1.547,0","1.530,0","1.547,0","1.500,0","0,05K","1,11%"
"01.07.2014","1.530,0","1.499,0","1.550,0","1.465,0","0,06K","2,07%"
"30.06.2014","1.499,0","1.384,0","1.510,0","1.384,0","0,05K","8,31%"
"29.06.2014","1.384,0","1.446,3","1.446,3","1.383,3","0,01K","-4,31%"
"28.06.2014","1.446,3","1.418,5","1.459,0","1.382,0","0,02K","1,96%"
"27.06.2014","1.418,5","1.401,9","1.455,0","1.380,0","0,03K","1,18%"
"26.06.2014","1.401,9","1.400,4","1.401,9","1.301,0","0,06K","0,11%"
"25.06.2014","1.400,4","1.440,0","1.440,0","1.300,0","0,05K","-2,75%"
"24.06.2014","1.440,0","1.460,0","1.480,0","1.430,0","0,03K","-1,37%"
"23.06.2014","1.460,0","1.467,0","1.490,0","1.460,0","0,03K","-0,48%"
"22.06.2014","1.467,0","1.484,6","1.485,0","1.465,0","0,01K","-1,18%"
"21.06.2014","1.484,6","1.470,2","1.498,0","1.456,0","0,01K","0,98%"
"20.06.2014","1.470,2","1.461,0","1.500,0","1.450,0","0,03K","0,63%"
"19.06.2014","1.461,0","1.480,0","1.512,0","1.460,0","0,02K","-1,28%"
"18.06.2014","1.480,0","1.461,0","1.500,0","1.452,0","0,02K","1,30%"
"17.06.2014","1.461,0","1.452,0","1.461,0","1.413,0","0,03K","0,62%"
"16.06.2014","1.452,0","1.492,0","1.505,2","1.413,1","0,05K","-2,68%"
"15.06.2014","1.492,0","1.440,0","1.498,0","1.400,0","0,01K","3,61%"
"14.06.2014","1.440,0","1.500,0","1.500,0","1.396,0","0,02K","-4,00%"
"13.06.2014","1.500,0","1.420,0","1.550,0","1.420,0","0,06K","5,63%"
"12.06.2014","1.420,0","1.541,4","1.589,0","1.400,0","0,05K","-7,88%"
"11.06.2014","1.541,4","1.562,0","1.598,8","1.541,4","0,06K","-1,32%"
"10.06.2014","1.562,0","1.577,0","1.600,0","1.562,0","0,07K","-0,95%"
"09.06.2014","1.577,0","1.600,0","1.600,0","1.562,0","0,01K","-1,44%"
"08.06.2014","1.600,0","1.590,0","1.600,0","1.560,5","0,02K","0,63%"
"07.06.2014","1.590,0","1.580,0","1.610,0","1.575,0","0,02K","0,63%"
"06.06.2014","1.580,0","1.583,0","1.600,0","1.580,0","0,05K","-1,19%"
"05.06.2014","1.599,0","1.598,0","1.650,0","1.557,0","0,07K","0,06%"
"04.06.2014","1.598,0","1.650,0","1.650,0","1.560,0","0,06K","-3,15%"
"03.06.2014","1.650,0","1.620,0","1.700,0","1.607,0","0,11K","1,85%"
"02.06.2014","1.620,0","1.543,0","1.628,3","1.508,0","0,07K","4,99%"
"01.06.2014","1.543,0","1.535,0","1.657,0","1.494,0","0,07K","0,52%"
"31.05.2014","1.535,0","1.508,0","1.535,0","1.467,0","0,02K","1,79%"
"30.05.2014","1.508,0","1.460,0","1.525,0","1.410,0","0,07K","3,29%"
"29.05.2014","1.460,0","1.424,0","1.460,0","1.305,0","0,08K","2,53%"
"28.05.2014","1.424,0","1.413,9","1.425,0","1.380,0","0,02K","0,72%"
"27.05.2014","1.413,9","1.425,0","1.462,0","1.270,0","0,17K","-0,78%"
"26.05.2014","1.425,0","1.388,0","1.500,0","1.366,9","0,08K","2,67%"
"25.05.2014","1.388,0","1.355,0","1.388,0","1.322,0","0,07K","2,44%"
"24.05.2014","1.355,0","1.374,5","1.374,5","1.316,0","0,02K","-1,42%"
"23.05.2014","1.374,5","1.305,0","1.380,0","1.290,0","0,13K","5,33%"
"22.05.2014","1.305,0","1.203,1","1.360,0","1.202,1","0,09K","8,47%"
"21.05.2014","1.203,1","1.196,0","1.250,0","1.178,2","0,06K","0,59%"
"20.05.2014","1.196,0","1.148,9","1.230,0","1.100,0","0,10K","4,10%"
"19.05.2014","1.148,9","1.107,0","1.150,0","1.103,0","0,07K","3,78%"
"18.05.2014","1.107,0","1.110,0","1.110,0","1.103,0","0,02K","-0,27%"
"17.05.2014","1.110,0","1.130,0","1.130,0","1.103,0","0,02K","-1,77%"
"16.05.2014","1.130,0","1.118,0","1.131,0","1.101,5","0,06K","1,08%"
"15.05.2014","1.118,0","1.090,0","1.120,0","1.090,0","0,06K","-0,49%"
"14.05.2014","1.123,5","1.100,1","1.130,0","1.090,0","0,06K","2,13%"
"13.05.2014","1.100,1","1.110,0","1.139,0","1.094,0","0,05K","-0,89%"
"12.05.2014","1.110,0","1.093,5","1.140,0","1.091,0","0,05K","1,51%"
"11.05.2014","1.093,5","1.114,4","1.139,0","1.093,5","0,02K","-1,88%"
"10.05.2014","1.114,4","1.135,0","1.155,0","1.112,0","0,03K","-1,81%"
"09.05.2014","1.135,0","1.100,0","1.150,0","1.090,0","0,06K","3,18%"
"08.05.2014","1.100,0","1.100,0","1.150,0","1.091,8","0,05K","0,00%"
"07.05.2014","1.100,0","1.109,9","1.120,0","1.085,0","0,04K","-0,90%"
"06.05.2014","1.109,9","1.085,0","1.110,0","1.066,0","0,08K","2,30%"
"05.05.2014","1.085,0","1.114,5","1.118,0","1.066,0","0,03K","-2,65%"
"04.05.2014","1.114,5","1.096,0","1.129,7","1.066,0","0,03K","1,69%"
"03.05.2014","1.096,0","1.129,0","1.153,0","1.095,0","0,04K","-2,92%"
